LAND_USE;CLASS;TRANSPIRATION;WATER;SOIL;INTERCEPTION;AGRICULTURE;ENVIRONMENT;ECONOMY;ENERGY;LEISURE;NON_BENEFICIAL
PROTECTED;Forest;0.009338050766964846;0;0.011964406614483121;0.012508991989368841;0.0;0.01810708877423077;0.0;0.0;0.003195368607217195;0.012508991989368841
PROTECTED;Shrubland;0.002151398211968707;0;0.0022687825447366746;0.0026455674127313254;0.0;0.0037571536431995744;0.0;0.0;0.0006630271135058072;0.0026455674127313254
PROTECTED;Natural grasslands;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PROTECTED;Natural water bodies;1.1793741212651803e-05;3.9139706150335425e-06;0;4.83011715525494e-06;0.0;1.3351555053532543e-05;0.0;0.0;2.3561567741528015e-06;4.83011715525494e-06
PROTECTED;Wetlands;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PROTECTED;Glaciers;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PROTECTED;Others;2.2393118459681115e-05;0;1.506708948808265e-05;1.762755775439408e-05;0.0;3.18411767555992e-05;0.0;0.0;5.6190311921645645e-06;1.762755775439408e-05
UTILIZED;Forest;0.004254577123307205;0;0.0047219927414721904;0.005941468746406832;0.00021272885616536026;0.003829119410976485;0.0;0.0;0.00021272885616536026;0.010663461487879023
UTILIZED;Shrubland;0.0012164667507099545;0;0.0014919944521490096;0.001344287773652846;6.082333753549773e-05;0.0010339967381034613;0.0;0.00012164667507099546;0.0;0.0028362822258018554
UTILIZED;Natural grasslands;0.00021579779360083156;0;0.00012267897320654476;0.00013106657792475452;1.0789889680041579e-05;0.00020500790392078997;0.0;0.0;0.0;0.0002537455511312993
UTILIZED;Natural water bodies;0.0019991947510364662;0.0013386793986273461;0;0.0005613794669057417;0.00016733492482841827;0.00026773587972546924;3.3466984965683655e-05;0.0;0.00020080190979410192;0.003229913917255881
UTILIZED;Wetlands;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UTILIZED;Others;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MODIFIED;Rainfed crops;0.09564996414239897;0;0.10888452161024442;0.0883152951999076;0.08608496772815909;0.0;0.009564996414239899;0.0;0.0;0.19719981681015203
MODIFIED;Forest plantations;0.02668985204667056;0;0.025724845726886127;0.04505044685422628;0.024020866842003503;0.0;0.0026689852046670563;0.0;0.0;0.07077529258111241
MODIFIED;Settlements;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MODIFIED;Others;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MANAGED CONVENTIONAL;Irrigated crops;0.11943593440349098;0;0.16843708047294534;0.06874126112224793;0.1074923409631419;0.0;0.0119435934403491;0.0;0.0;0.23717834159519327
MANAGED CONVENTIONAL;Managed water bodies;0.03597840223033593;0.01093834112940956;0;0.000366537631790278;0.009844507016468605;0.0;0.001093834112940956;0.0;0.0;0.03634493986212621
MANAGED CONVENTIONAL;Residential;0.046308690468959905;0;0.02978750861823554;0.011775887365014632;0.007058120125479989;0.0011763533542466648;0.026310683446766604;0.0;0.011763533542466648;0.04156339598325018
MANAGED CONVENTIONAL;Industry;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MANAGED CONVENTIONAL;Others;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MANAGED NON_CONVENTIONAL;Indoor domestic;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MANAGED NON_CONVENTIONAL;Indoor industry;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MANAGED NON_CONVENTIONAL;Greenhouses;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MANAGED NON_CONVENTIONAL;Livestock and husbandry;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MANAGED NON_CONVENTIONAL;Power and energy;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MANAGED NON_CONVENTIONAL;Others;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
