LAND_USE;CLASS;TRANSPIRATION;WATER;SOIL;INTERCEPTION;AGRICULTURE;ENVIRONMENT;ECONOMY;ENERGY;LEISURE;NON_BENEFICIAL
PROTECTED;Forest;0.009479442643733783;0;0.009207599901343512;0.012215512368180033;0.0;0.0158839861633157;0.0;0.0;0.0028030563817615945;0.012215512368180033
PROTECTED;Shrubland;0.0020563019250652;0;0.001972422813609404;0.00240637662537209;0.0;0.0034244160278734132;0.0;0.0;0.0006043087108011906;0.00240637662537209
PROTECTED;Natural grasslands;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PROTECTED;Natural water bodies;9.704244330571487e-06;2.3280294105377627e-06;0;5.643489535141993e-06;0.0;1.0227432679942863e-05;0.0;0.0;1.8048410611663876e-06;5.643489535141993e-06
PROTECTED;Wetlands;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PROTECTED;Glaciers;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PROTECTED;Others;2.0769135140985032e-05;0;1.6896429333231258e-05;1.1648254969900257e-05;0.0;3.201572980308385e-05;0.0;0.0;5.6498346711324435e-06;1.1648254969900257e-05
UTILIZED;Forest;0.004173826226260814;0;0.0028547406144429632;0.006554420200563784;0.00020869131131304072;0.003756443603634733;0.0;0.0;0.00020869131131304072;0.009409160815006748
UTILIZED;Shrubland;0.0012979081651363442;0;0.0010556158025798775;0.0012960529971130872;6.489540825681721e-05;0.0011032219403658925;0.0;0.00012979081651363442;0.0;0.002351668799692965
UTILIZED;Natural grasslands;0.00020768826717229493;0;8.375899607938619e-05;0.000134242340235082;1.0384413358614746e-05;0.00019730385381368018;0.0;0.0;0.0;0.0002180013363144682
UTILIZED;Natural water bodies;0.0019158473714677928;0.0012054486044195056;0;0.0004090324640484449;0.0001506810755524382;0.00024108972088390113;3.013621511048764e-05;0.0;0.00018081729066292583;0.0029276041377259902
UTILIZED;Wetlands;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UTILIZED;Others;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MODIFIED;Rainfed crops;0.09731754528299248;0;0.09081878185210507;0.0763090074778111;0.08758579075469325;0.0;0.00973175452829925;0.0;0.0;0.16712778932991618
MODIFIED;Forest plantations;0.029183117232116924;0;0.019258918342140365;0.04048789382681342;0.026264805508905233;0.0;0.0029183117232116926;0.0;0.0;0.059746812168953785
MODIFIED;Settlements;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MODIFIED;Others;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MANAGED CONVENTIONAL;Irrigated crops;0.12263987835192812;0;0.16030711128878555;0.04798360897551176;0.11037589051673531;0.0;0.012263987835192815;0.0;0.0;0.20829072026429735
MANAGED CONVENTIONAL;Managed water bodies;0.03555337376579811;0.009293091765223697;0;0.0006518208093906365;0.008363782588701327;0.0;0.0009293091765223698;0.0;0.0;0.03620519457518875
MANAGED CONVENTIONAL;Residential;0.04472755025891697;0;0.027174059772854718;0.00926363252406793;0.006821187733841598;0.001136864622306933;0.0254008516796991;0.0;0.01136864622306933;0.03643769229692265
MANAGED CONVENTIONAL;Industry;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MANAGED CONVENTIONAL;Others;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MANAGED NON_CONVENTIONAL;Indoor domestic;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MANAGED NON_CONVENTIONAL;Indoor industry;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MANAGED NON_CONVENTIONAL;Greenhouses;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MANAGED NON_CONVENTIONAL;Livestock and husbandry;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MANAGED NON_CONVENTIONAL;Power and energy;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MANAGED NON_CONVENTIONAL;Others;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
